Do you agree to participate in this survey?  ,Which faculty are you from?,What is your current year of study?,"In your own words, what does sustainability mean to you as a university student?  ","What do you know about the Sustainable Development Goals (SDGs), if any?  ",What is your overall opinion on Universiti Malaya’s efforts toward sustainability and the SDGs?  ,How satisfied are you with UM’s sustainability initiatives?  ,Can you describe any sustainability-related practices you personally follow as a UM student (or explain why you do not)?  ,Have you ever participated in sustainability-related activities or programs at UM?  ,What challenges or difficulties do you think prevent UM students from practicing sustainability on campus?  ,What suggestions do you have to improve sustainability practices and awareness among UM students?  ,Do you have any additional comments or opinions related to sustainability or the SDGs at Universiti Malaya?  ,raw_text,clean_text,label_id,label,sdg_topics_multi,wc_text
"Yes, I agree",Faculty of Science,Year 2,reducing waste and using renewable resources to minimize environmental impact,i know about sdg 13 climate action and sdg 14 life below water because of my bio courses,it is okay but feels a bit superficial sometimes like they do big campaigns but daily maintenance is lacking,3,i try to separate my food waste from plastic packaging when i eat at the cafe,Yes,the recycling bins are often contaminated with general waste so people think it is pointless to recycle,maybe educate the cleaning staff also so they don't mix the recycled items with normal trash,hope to see more genuine efforts not just for ranking purposes,reducing waste and using renewable resources to minimize environmental impact i know about sdg 13 climate action and sdg 14 life below water because of my bio courses it is okay but feels a bit superficial sometimes like they do big campaigns but daily maintenance is lacking i try to separate my food waste from plastic packaging when i eat at the cafe the recycling bins are often contaminated with general waste so people think it is pointless to recycle maybe educate the cleaning staff also so they don't mix the recycled items with normal trash hope to see more genuine efforts not just for ranking purposes,reducing waste and using renewable resource to minimize environmental impact i know about sdg 13 climate action and sdg 14 life below water because of my bio course it is okay but feel a bit superficial sometimes like they do big campaign but daily maintenance is lacking i try to separate my food waste from plastic packaging when i eat at the cafe the recycling bin are often contaminated with general waste so people think it is pointless to recycle maybe educate the cleaning staff also so they dont mix the recycled item with normal trash hope to see more genuine effort not just for ranking purpose,2,positive,"['SDG 2: Zero Hunger', 'SDG 4: Quality Education', 'SDG 6: Clean Water and Sanitation', 'SDG 7: Affordable and Clean Energy', 'SDG 12: Responsible Consumption and Production', 'SDG 13: Climate Action']",reducing waste using renewable resource minimize environmental impact know sdg 13 climate action sdg 14 life water bio course okay feel bit superficial like big campaign daily maintenance lacking try separate food waste plastic packaging eat cafe recycling bin contaminated general waste people think pointless recycle maybe educate cleaning staff dont mix recycled item normal trash hope genuine effort just ranking purpose
"Yes, I agree",Faculty of Engineering,Year 3,"balancing our needs today without making things harder for the future, like economic stability but for the planet",learned a bit about sdg 1 and sdg 8 regarding poverty and economic growth in my macroeconomics class,i think the awareness is there but the implementation is quite slow compared to private universities,3,i use the campus shuttle bus to get around instead of driving my own car to save petrol,No,the bus schedule is sometimes unreliable so students get frustrated and just drive or take grab instead,improve the public transport efficiency inside campus then more people will naturally support it,just hope the facilities can be maintained better,"balancing our needs today without making things harder for the future, like economic stability but for the planet learned a bit about sdg 1 and sdg 8 regarding poverty and economic growth in my macroeconomics class i think the awareness is there but the implementation is quite slow compared to private universities i use the campus shuttle bus to get around instead of driving my own car to save petrol the bus schedule is sometimes unreliable so students get frustrated and just drive or take grab instead improve the public transport efficiency inside campus then more people will naturally support it just hope the facilities can be maintained better",balancing our need today without making thing harder for the future like economic stability but for the planet learned a bit about sdg 1 and sdg 8 regarding poverty and economic growth in my macroeconomics class i think the awareness is there but the implementation is quite slow compared to private university i use the campus shuttle bus to get around instead of driving my own car to save petrol the bus schedule is sometimes unreliable so student get frustrated and just drive or take grab instead improve the public transport efficiency inside campus then more people will naturally support it just hope the facility can be maintained better,2,positive,"['SDG 1: No Poverty', 'SDG 4: Quality Education', 'SDG 11: Sustainable Cities and Communities']",balancing need today making thing harder future like economic stability planet learned bit sdg 1 sdg 8 regarding poverty economic growth macroeconomics class think awareness implementation quite slow compared private university use campus shuttle bus instead driving car save petrol bus schedule unreliable student frustrated just drive grab instead improve public transport efficiency inside campus people naturally support just hope facility maintained better
"Yes, I agree",Faculty of Engineering,Year 3,not wasting resources like water and electricity,i know there are 17 goals but i only remember the green city one,it is average i see some green buildings but many old ones are not energy efficient,3,i turn off the aircond in the lecture hall when everyone leaves,No,sometimes it is just easier to use plastic than to wash reusable containers,put clearer labels on recycling bins so people don't get confused,no comment,not wasting resources like water and electricity i know there are 17 goals but i only remember the green city one it is average i see some green buildings but many old ones are not energy efficient i turn off the aircond in the lecture hall when everyone leaves sometimes it is just easier to use plastic than to wash reusable containers put clearer labels on recycling bins so people don't get confused no comment,not wasting resource like water and electricity i know there are 17 goal but i only remember the green city one it is average i see some green building but many old one are not energy efficient i turn off the aircond in the lecture hall when everyone leaf sometimes it is just easier to use plastic than to wash reusable container put clearer label on recycling bin so people dont get confused no comment,2,positive,"['SDG 6: Clean Water and Sanitation', 'SDG 7: Affordable and Clean Energy', 'SDG 11: Sustainable Cities and Communities', 'SDG 12: Responsible Consumption and Production']",wasting resource like water electricity know 17 goal remember green city average green building old energy efficient turn aircond lecture hall leaf just easier use plastic wash reusable container clearer label recycling bin people dont confused comment
"Yes, I agree",Academy of Malay Studies,Year 2,keeping the environment clean and not damaging nature,i recognize the colorful square logo but i don't know the specific goals inside,it is okay i think the campus is generally clean but nothing special,3,i make sure to throw my rubbish in the bin and not litter,No,sometimes the bins are full and nobody collects them so it looks messy,maybe add more dustbins around the faculties,no specific comment,keeping the environment clean and not damaging nature i recognize the colorful square logo but i don't know the specific goals inside it is okay i think the campus is generally clean but nothing special i make sure to throw my rubbish in the bin and not litter sometimes the bins are full and nobody collects them so it looks messy maybe add more dustbins around the faculties no specific comment,keeping the environment clean and not damaging nature i recognize the colorful square logo but i dont know the specific goal inside it is okay i think the campus is generally clean but nothing special i make sure to throw my rubbish in the bin and not litter sometimes the bin are full and nobody collect them so it look messy maybe add more dustbin around the faculty no specific comment,2,positive,"['SDG 11: Sustainable Cities and Communities', 'SDG 15: Life on Land']",keeping environment clean damaging nature recognize colorful square logo dont know specific goal inside okay think campus generally clean special make sure throw rubbish bin litter bin collect look messy maybe add dustbin faculty specific comment
"Yes, I agree",Faculty of Computer Science and Information Technology,Year 1,teaching the next generation to respect nature and not be wasteful,i heard about quality education which is sdg 4 in my lectures but i don't know the rest,it is average i think they try but there is still a lot of paper usage in assignments,3,i always print on both sides of the paper to save trees,No,students are just too busy with assignments to join extra activities,maybe have more small campaigns at the faculty level not just central level,no comment,teaching the next generation to respect nature and not be wasteful i heard about quality education which is sdg 4 in my lectures but i don't know the rest it is average i think they try but there is still a lot of paper usage in assignments i always print on both sides of the paper to save trees students are just too busy with assignments to join extra activities maybe have more small campaigns at the faculty level not just central level no comment,teaching the next generation to respect nature and not be wasteful i heard about quality education which is sdg 4 in my lecture but i dont know the rest it is average i think they try but there is still a lot of paper usage in assignment i always print on both side of the paper to save tree student are just too busy with assignment to join extra activity maybe have more small campaign at the faculty level not just central level no comment,2,positive,"['SDG 4: Quality Education', 'SDG 11: Sustainable Cities and Communities', 'SDG 12: Responsible Consumption and Production', 'SDG 15: Life on Land']",teaching generation respect nature wasteful heard quality education sdg 4 lecture dont know rest average think try lot paper usage assignment print paper save tree student just busy assignment join extra activity maybe small campaign faculty level just central level comment
"Yes, I agree",Faculty of Law,Year 2,using resources responsibly so we don't deplete them for the future,i know sdg 16 is about peace and justice which relates to law but i am not sure about the others,it is moderate i notice some efforts but the aircond is always freezing cold which wastes energy,3,i use a reusable water bottle to avoid buying plastic cups,No,convenience is the main factor because buying disposable stuff is often easier,install timer switches for airconds in the seminar rooms,no comment,using resources responsibly so we don't deplete them for the future i know sdg 16 is about peace and justice which relates to law but i am not sure about the others it is moderate i notice some efforts but the aircond is always freezing cold which wastes energy i use a reusable water bottle to avoid buying plastic cups convenience is the main factor because buying disposable stuff is often easier install timer switches for airconds in the seminar rooms no comment,using resource responsibly so we dont deplete them for the future i know sdg 16 is about peace and justice which relates to law but i am not sure about the others it is moderate i notice some effort but the aircond is always freezing cold which waste energy i use a reusable water bottle to avoid buying plastic cup convenience is the main factor because buying disposable stuff is often easier install timer switch for airconds in the seminar room no comment,2,positive,"['SDG 4: Quality Education', 'SDG 6: Clean Water and Sanitation', 'SDG 7: Affordable and Clean Energy', 'SDG 12: Responsible Consumption and Production', 'SDG 16: Peace, Justice and Strong Institutions']",using resource responsibly dont deplete future know sdg 16 peace justice relates law sure moderate notice effort aircond freezing cold waste energy use reusable water bottle avoid buying plastic cup convenience main factor buying disposable stuff easier install timer switch airconds seminar room comment
"Yes, I agree",Faculty of Dentistry,Year 1,reducing waste so we don't spend too much money on cleaning up later,i know it is a set of goals by the UN to help the world but i cannot name a single one specifically,it is average i see some recycling bins but i don't think everyone uses them properly,3,i turn off the lights in the discussion room when i leave,No,sometimes we are just in a rush and don't have time to look for the right bin,maybe make the recycling bins more visible with brighter colors,no comment,reducing waste so we don't spend too much money on cleaning up later i know it is a set of goals by the UN to help the world but i cannot name a single one specifically it is average i see some recycling bins but i don't think everyone uses them properly i turn off the lights in the discussion room when i leave sometimes we are just in a rush and don't have time to look for the right bin maybe make the recycling bins more visible with brighter colors no comment,reducing waste so we dont spend too much money on cleaning up later i know it is a set of goal by the un to help the world but i cannot name a single one specifically it is average i see some recycling bin but i dont think everyone us them properly i turn off the light in the discussion room when i leave sometimes we are just in a rush and dont have time to look for the right bin maybe make the recycling bin more visible with brighter color no comment,2,positive,['SDG 12: Responsible Consumption and Production'],reducing waste dont spend money cleaning later know set goal help world single specifically average recycling bin dont think properly turn light discussion room leave just rush dont time look right bin maybe make recycling bin visible brighter color comment
"Yes, I agree",Faculty of Science,Year 2,making sure we don't destroy the planet while we are living on it,i have seen the colorful circle logo on banners around campus but i don't actually know what the specific points are,it is okay i guess the campus is green but sometimes there is still a lot of rubbish after events,3,i try not to request for plastic cutlery when i order food delivery,No,i think many people just don't care because it is not graded or mandatory,maybe make it a compulsory module for first year students so everyone knows,no comment,making sure we don't destroy the planet while we are living on it i have seen the colorful circle logo on banners around campus but i don't actually know what the specific points are it is okay i guess the campus is green but sometimes there is still a lot of rubbish after events i try not to request for plastic cutlery when i order food delivery i think many people just don't care because it is not graded or mandatory maybe make it a compulsory module for first year students so everyone knows no comment,making sure we dont destroy the planet while we are living on it i have seen the colorful circle logo on banner around campus but i dont actually know what the specific point are it is okay i guess the campus is green but sometimes there is still a lot of rubbish after event i try not to request for plastic cutlery when i order food delivery i think many people just dont care because it is not graded or mandatory maybe make it a compulsory module for first year student so everyone know no comment,2,positive,"['SDG 11: Sustainable Cities and Communities', 'SDG 12: Responsible Consumption and Production']",making sure dont destroy planet living seen colorful circle logo banner campus dont actually know specific point okay guess campus green lot rubbish event try request plastic cutlery order food delivery think people just dont care graded mandatory maybe make compulsory module year student know comment
"Yes, I agree",Faculty of Dentistry,Year 1,living responsibly so we don't cause too much damage to the environment,i am aware it is a global agenda by the UN but i honestly cannot list out what the goals actually are,it is moderate the campus is nice and green but i feel like the students are not really involved,3,i re-wear my clothes a few times before washing to save water and energy,No,eco friendly options usually cost more money for example the food containers,maybe subsidize the price of food if students bring their own containers,no comment,living responsibly so we don't cause too much damage to the environment i am aware it is a global agenda by the UN but i honestly cannot list out what the goals actually are it is moderate the campus is nice and green but i feel like the students are not really involved i re-wear my clothes a few times before washing to save water and energy eco friendly options usually cost more money for example the food containers maybe subsidize the price of food if students bring their own containers no comment,living responsibly so we dont cause too much damage to the environment i am aware it is a global agenda by the un but i honestly cannot list out what the goal actually are it is moderate the campus is nice and green but i feel like the student are not really involved i rewear my clothes a few time before washing to save water and energy eco friendly option usually cost more money for example the food container maybe subsidize the price of food if student bring their own container no comment,2,positive,"['SDG 4: Quality Education', 'SDG 6: Clean Water and Sanitation', 'SDG 7: Affordable and Clean Energy', 'SDG 11: Sustainable Cities and Communities']",living responsibly dont cause damage environment aware global agenda honestly list goal actually moderate campus nice green feel like student really involved rewear clothes time washing save water energy eco friendly option usually cost money example food container maybe subsidize price food student bring container comment
"Yes, I agree",Faculty of Science,Year 2,taking direct action to protect our environment and biodiversity so it doesn't get destroyed,yes i am quite familiar with them especially sdg 14 and 15 regarding life below water and on land,i think UM is very supportive they provide a lot of platforms and funding for students to run green projects,5,i volunteer on weekends to help with conservation work,Yes,honestly the volunteering slots fill up very fast so many students want to join but cannot get in,organize more frequent gotong-royong sessions so more students can get the hands-on experience,very proud of the active green community here,taking direct action to protect our environment and biodiversity so it doesn't get destroyed yes i am quite familiar with them especially sdg 14 and 15 regarding life below water and on land i think UM is very supportive they provide a lot of platforms and funding for students to run green projects i volunteer on weekends to help with conservation work honestly the volunteering slots fill up very fast so many students want to join but cannot get in organize more frequent gotong-royong sessions so more students can get the hands-on experience very proud of the active green community here,taking direct action to protect our environment and biodiversity so it doesnt get destroyed yes i am quite familiar with them especially sdg 14 and 15 regarding life below water and on land i think um is very supportive they provide a lot of platform and funding for student to run green project i volunteer on weekend to help with conservation work honestly the volunteering slot fill up very fast so many student want to join but cannot get in organize more frequent gotongroyong session so more student can get the handson experience very proud of the active green community here,2,positive,"['SDG 6: Clean Water and Sanitation', 'SDG 11: Sustainable Cities and Communities', 'SDG 15: Life on Land']",taking direct action protect environment biodiversity doesnt destroyed yes quite familiar especially sdg 14 15 regarding life water land think um supportive provide lot platform funding student run green project volunteer weekend help conservation work honestly volunteering slot fast student want join organize frequent gotongroyong session student handson experience proud active green community
"Yes, I agree",Faculty of Engineering,Year 3,using technology to solve environmental problems like reducing carbon emissions through better engineering,i am very focused on sdg 7 affordable and clean energy and sdg 9 industry innovation because of my final year project,excellent support especially from the lecturers who always push us to include sustainability elements in our designs,5,i am currently part of a student team building a solar-powered vehicle for a competition,Yes,sometimes the materials needed for green innovation projects are expensive and the student grant is not enough,provide more funding or micro-grants specifically for student-led sustainability prototypes,hope to see more collaboration between engineering and other faculties for these projects,using technology to solve environmental problems like reducing carbon emissions through better engineering i am very focused on sdg 7 affordable and clean energy and sdg 9 industry innovation because of my final year project excellent support especially from the lecturers who always push us to include sustainability elements in our designs i am currently part of a student team building a solar-powered vehicle for a competition sometimes the materials needed for green innovation projects are expensive and the student grant is not enough provide more funding or micro-grants specifically for student-led sustainability prototypes hope to see more collaboration between engineering and other faculties for these projects,using technology to solve environmental problem like reducing carbon emission through better engineering i am very focused on sdg 7 affordable and clean energy and sdg 9 industry innovation because of my final year project excellent support especially from the lecturer who always push u to include sustainability element in our design i am currently part of a student team building a solarpowered vehicle for a competition sometimes the material needed for green innovation project are expensive and the student grant is not enough provide more funding or microgrants specifically for studentled sustainability prototype hope to see more collaboration between engineering and other faculty for these project,2,positive,"['SDG 7: Affordable and Clean Energy', 'SDG 9: Industry, Innovation and Infrastructure', 'SDG 11: Sustainable Cities and Communities', 'SDG 12: Responsible Consumption and Production', 'SDG 13: Climate Action', 'SDG 17: Partnerships for the Goals']",using technology solve environmental problem like reducing carbon emission better engineering focused sdg 7 affordable clean energy sdg 9 industry innovation final year project excellent support especially lecturer push u include sustainability element design currently student team building solarpowered vehicle competition material needed green innovation project expensive student grant provide funding microgrants specifically studentled sustainability prototype hope collaboration engineering faculty project
"Yes, I agree",Faculty of Language and Linguistics,Year 1,i guess it means protecting nature so it doesn't get destroyed? i am not really sure,honestly i don't know anything about it is it related to the recycling bins?,i don't really pay attention to be honest but the campus looks clean enough,3,i don't really do anything specific just normal stuff like throwing trash in the bin,Not sure,maybe because we don't really know what we are supposed to do exactly,maybe have more clear instructions because right now i am quite confused,no comment,i guess it means protecting nature so it doesn't get destroyed? i am not really sure honestly i don't know anything about it is it related to the recycling bins? i don't really pay attention to be honest but the campus looks clean enough i don't really do anything specific just normal stuff like throwing trash in the bin maybe because we don't really know what we are supposed to do exactly maybe have more clear instructions because right now i am quite confused no comment,i guess it mean protecting nature so it doesnt get destroyed i am not really sure honestly i dont know anything about it is it related to the recycling bin i dont really pay attention to be honest but the campus look clean enough i dont really do anything specific just normal stuff like throwing trash in the bin maybe because we dont really know what we are supposed to do exactly maybe have more clear instruction because right now i am quite confused no comment,1,neutral,"['SDG 11: Sustainable Cities and Communities', 'SDG 12: Responsible Consumption and Production', 'SDG 15: Life on Land']",guess mean protecting nature doesnt destroyed really sure honestly dont know related recycling bin dont really pay attention honest campus look clean dont really specific just normal stuff like throwing trash bin maybe dont really know supposed exactly maybe clear instruction right quite confused comment
"Yes, I agree",Faculty of Language and Linguistics,Year 1,i think it is about keeping the environment green and clean maybe?,i have seen the poster but i actually don't know what the letters stand for or what the goals are,it seems fine the trees are nice and there is no rubbish on the floor generally,3,i don't really do anything special i just live normally and try not to litter,Not sure,i think students are just not interested or they genuinely don't know it exists because nobody talks about it,maybe explain it more simply because the posters look too complicated to read,no comment,i think it is about keeping the environment green and clean maybe? i have seen the poster but i actually don't know what the letters stand for or what the goals are it seems fine the trees are nice and there is no rubbish on the floor generally i don't really do anything special i just live normally and try not to litter i think students are just not interested or they genuinely don't know it exists because nobody talks about it maybe explain it more simply because the posters look too complicated to read no comment,i think it is about keeping the environment green and clean maybe i have seen the poster but i actually dont know what the letter stand for or what the goal are it seems fine the tree are nice and there is no rubbish on the floor generally i dont really do anything special i just live normally and try not to litter i think student are just not interested or they genuinely dont know it exists because nobody talk about it maybe explain it more simply because the poster look too complicated to read no comment,2,positive,['SDG 4: Quality Education'],think keeping environment green clean maybe seen poster actually dont know letter stand goal fine tree nice rubbish floor generally dont really special just live normally try litter think student just interested genuinely dont know exists talk maybe explain simply poster look complicated read comment
"Yes, I agree",Faculty of Computer Science and Information Technology,Year 1,i suppose it means maintaining the environment so it doesn't get ruined for the next batch of students,i really don't know much i just see the logo on the university website sometimes,i guess it is okay i don't see any major pollution or dirty areas on campus,3,i don't really practice anything specific i just focus on my studies mostly,No,i think sustainability is just not a priority for most students we have too many assignments to worry about,maybe give some incentives like merit points if we join these activities,no comment,i suppose it means maintaining the environment so it doesn't get ruined for the next batch of students i really don't know much i just see the logo on the university website sometimes i guess it is okay i don't see any major pollution or dirty areas on campus i don't really practice anything specific i just focus on my studies mostly i think sustainability is just not a priority for most students we have too many assignments to worry about maybe give some incentives like merit points if we join these activities no comment,i suppose it mean maintaining the environment so it doesnt get ruined for the next batch of student i really dont know much i just see the logo on the university website sometimes i guess it is okay i dont see any major pollution or dirty area on campus i dont really practice anything specific i just focus on my study mostly i think sustainability is just not a priority for most student we have too many assignment to worry about maybe give some incentive like merit point if we join these activity no comment,2,positive,"['SDG 11: Sustainable Cities and Communities', 'SDG 12: Responsible Consumption and Production', 'SDG 13: Climate Action']",suppose mean maintaining environment doesnt ruined batch student really dont know just logo university website guess okay dont major pollution dirty area campus dont really practice specific just focus study think sustainability just priority student assignment worry maybe incentive like merit point join activity comment
"Yes, I agree",Faculty of Dentistry,Year 3,creating a healthy environment where we can study and live without harming the planet,i am very aware of sdg 3 regarding good health and well-being because it is directly related to my course,i think they are doing a fantastic job the disposal of clinical waste is very strict and safe which i appreciate,5,i strictly separate my trash especially hazardous materials in the clinics to prevent pollution,Yes,i think the main challenge is just lack of time because everyone is so busy with their own schedules,keep doing what you are doing maybe just add more water dispensers at the waiting areas,very satisfied with the cleanliness and green efforts,creating a healthy environment where we can study and live without harming the planet i am very aware of sdg 3 regarding good health and well-being because it is directly related to my course i think they are doing a fantastic job the disposal of clinical waste is very strict and safe which i appreciate i strictly separate my trash especially hazardous materials in the clinics to prevent pollution i think the main challenge is just lack of time because everyone is so busy with their own schedules keep doing what you are doing maybe just add more water dispensers at the waiting areas very satisfied with the cleanliness and green efforts,creating a healthy environment where we can study and live without harming the planet i am very aware of sdg 3 regarding good health and wellbeing because it is directly related to my course i think they are doing a fantastic job the disposal of clinical waste is very strict and safe which i appreciate i strictly separate my trash especially hazardous material in the clinic to prevent pollution i think the main challenge is just lack of time because everyone is so busy with their own schedule keep doing what you are doing maybe just add more water dispenser at the waiting area very satisfied with the cleanliness and green effort,2,positive,"['SDG 3: Good Health and Well-being', 'SDG 4: Quality Education', 'SDG 6: Clean Water and Sanitation', 'SDG 8: Decent Work and Economic Growth', 'SDG 11: Sustainable Cities and Communities', 'SDG 12: Responsible Consumption and Production', 'SDG 13: Climate Action']",creating healthy environment study live harming planet aware sdg 3 regarding good health wellbeing directly related course think doing fantastic job disposal clinical waste strict safe appreciate strictly separate trash especially hazardous material clinic prevent pollution think main challenge just lack time busy schedule doing doing maybe just add water dispenser waiting area satisfied cleanliness green effort
"Yes, I agree",Faculty of Medicine,Year 2,it is about fulfilling our responsibility as stewards of the earth to protect nature and not cause destruction,yes i am familiar with them especially how they align with islamic values of preserving life and the environment,i am very impressed especially with the preservation of the green lungs on campus it makes the atmosphere very peaceful for studying,5,i am very careful not to waste water when taking ablution (wudhu) and i always finish my food to avoid waste,Yes,sometimes students take the facilities for granted and forget that maintaining them requires effort from everyone,organize more talks that connect sustainability with religious or moral values so students feel a deeper responsibility,alhamdulillah the university is on the right track keep it up,it is about fulfilling our responsibility as stewards of the earth to protect nature and not cause destruction yes i am familiar with them especially how they align with islamic values of preserving life and the environment i am very impressed especially with the preservation of the green lungs on campus it makes the atmosphere very peaceful for studying i am very careful not to waste water when taking ablution (wudhu) and i always finish my food to avoid waste sometimes students take the facilities for granted and forget that maintaining them requires effort from everyone organize more talks that connect sustainability with religious or moral values so students feel a deeper responsibility alhamdulillah the university is on the right track keep it up,it is about fulfilling our responsibility a steward of the earth to protect nature and not cause destruction yes i am familiar with them especially how they align with islamic value of preserving life and the environment i am very impressed especially with the preservation of the green lung on campus it make the atmosphere very peaceful for studying i am very careful not to waste water when taking ablution wudhu and i always finish my food to avoid waste sometimes student take the facility for granted and forget that maintaining them requires effort from everyone organize more talk that connect sustainability with religious or moral value so student feel a deeper responsibility alhamdulillah the university is on the right track keep it up,2,positive,"['SDG 4: Quality Education', 'SDG 6: Clean Water and Sanitation', 'SDG 11: Sustainable Cities and Communities', 'SDG 12: Responsible Consumption and Production', 'SDG 15: Life on Land']",fulfilling responsibility steward earth protect nature cause destruction yes familiar especially align islamic value preserving life environment impressed especially preservation green lung campus make atmosphere peaceful studying careful waste water taking ablution wudhu finish food avoid waste student facility granted forget maintaining requires effort organize talk connect sustainability religious moral value student feel deeper responsibility alhamdulillah university right track
"Yes, I agree",Faculty of Engineering,Year 3,it means efficiency and not wasting energy but honestly i see a lot of waste happening here,i know all about them technically but i feel like the university only cares about the logos for ranking purposes,"i am quite disappointed because it feels like greenwashing. we have ""green"" campaigns but the air conditioning in the lecture halls is so cold it is freezing which is a huge waste of electricity",2,i used to try recycling but i saw the cleaners mixing the recycling bin contents with the general waste bin so i stopped because it is pointless,No,the infrastructure is bad the shuttle buses are old and emit black smoke which contradicts the whole green campus idea,stop focusing on posters and social media and actually fix the building energy management systems first,please walk the talk instead of just chasing rankings,"it means efficiency and not wasting energy but honestly i see a lot of waste happening here i know all about them technically but i feel like the university only cares about the logos for ranking purposes i am quite disappointed because it feels like greenwashing. we have ""green"" campaigns but the air conditioning in the lecture halls is so cold it is freezing which is a huge waste of electricity i used to try recycling but i saw the cleaners mixing the recycling bin contents with the general waste bin so i stopped because it is pointless the infrastructure is bad the shuttle buses are old and emit black smoke which contradicts the whole green campus idea stop focusing on posters and social media and actually fix the building energy management systems first please walk the talk instead of just chasing rankings",it mean efficiency and not wasting energy but honestly i see a lot of waste happening here i know all about them technically but i feel like the university only care about the logo for ranking purpose i am quite disappointed because it feel like greenwashing we have green campaign but the air conditioning in the lecture hall is so cold it is freezing which is a huge waste of electricity i used to try recycling but i saw the cleaner mixing the recycling bin content with the general waste bin so i stopped because it is pointless the infrastructure is bad the shuttle bus are old and emit black smoke which contradicts the whole green campus idea stop focusing on poster and social medium and actually fix the building energy management system first please walk the talk instead of just chasing ranking,2,positive,"['SDG 4: Quality Education', 'SDG 7: Affordable and Clean Energy', 'SDG 9: Industry, Innovation and Infrastructure', 'SDG 11: Sustainable Cities and Communities', 'SDG 12: Responsible Consumption and Production']",mean efficiency wasting energy honestly lot waste happening know technically feel like university care logo ranking purpose quite disappointed feel like greenwashing green campaign air conditioning lecture hall cold freezing huge waste electricity used try recycling saw cleaner mixing recycling bin content general waste bin stopped pointless infrastructure bad shuttle bus old emit black smoke contradicts green campus idea stop focusing poster social medium actually fix building energy management walk talk instead just chasing ranking
"Yes, I agree",Faculty of Built Environment,Year 3,it is supposed to mean designing spaces that are energy efficient and durable but i don't see that here,i study sdg 11 sustainable cities and communities in my course so i know exactly what the standards should be and we are not meeting them,honestly it is frustrating because we learn about green buildings in class but our own studio blocks are leaking energy and have poor ventilation,2,i don't really follow any because it feels useless when the university itself leaves the lights and aircond on in empty rooms all night,No,the facilities are outdated and broken for example the water coolers are often dirty so we are forced to buy bottled water,stop spending money on banners and events and use that budget to retrofit the old buildings with proper insulation and sensors,very dissatisfied with the maintenance culture here,it is supposed to mean designing spaces that are energy efficient and durable but i don't see that here i study sdg 11 sustainable cities and communities in my course so i know exactly what the standards should be and we are not meeting them honestly it is frustrating because we learn about green buildings in class but our own studio blocks are leaking energy and have poor ventilation i don't really follow any because it feels useless when the university itself leaves the lights and aircond on in empty rooms all night the facilities are outdated and broken for example the water coolers are often dirty so we are forced to buy bottled water stop spending money on banners and events and use that budget to retrofit the old buildings with proper insulation and sensors very dissatisfied with the maintenance culture here,it is supposed to mean designing space that are energy efficient and durable but i dont see that here i study sdg 11 sustainable city and community in my course so i know exactly what the standard should be and we are not meeting them honestly it is frustrating because we learn about green building in class but our own studio block are leaking energy and have poor ventilation i dont really follow any because it feel useless when the university itself leaf the light and aircond on in empty room all night the facility are outdated and broken for example the water cooler are often dirty so we are forced to buy bottled water stop spending money on banner and event and use that budget to retrofit the old building with proper insulation and sensor very dissatisfied with the maintenance culture here,2,positive,"['SDG 1: No Poverty', 'SDG 4: Quality Education', 'SDG 6: Clean Water and Sanitation', 'SDG 7: Affordable and Clean Energy', 'SDG 11: Sustainable Cities and Communities']",supposed mean designing space energy efficient durable dont study sdg 11 sustainable city community course know exactly standard meeting honestly frustrating learn green building class studio block leaking energy poor ventilation dont really follow feel useless university leaf light aircond room night facility outdated broken example water cooler dirty forced buy bottled water stop spending money banner event use budget retrofit old building proper insulation sensor dissatisfied maintenance culture
